species	genomes
pantoea_vagans	6
paracoccus_sp	5
pasteurella_multocida	61
pectobacterium_brasiliense	5
pectobacterium_parmentieri	12
pediococcus_acidilactici	15
pediococcus_damnosus	5
pediococcus_pentosaceus	15
phaeobacter_gallaeciensis	8
phaeobacter_inhibens	22
phaeobacter_piscinae	7
photobacterium_damselae	5
piscirickettsia_salmonis	78
planctomycetes_bacterium	26
porphyromonas_gingivalis	21
prochlorococcus_marinus	10
pseudoalteromonas_sp	11
pseudomonas_brassicacearum	6
pseudomonas_chlororaphis	44
pseudomonas_monteilii	8
pseudomonas_orientalis	5
pseudomonas_protegens	10
pseudomonas_sp	100
pseudomonas_synxantha	6
pseudonocardia_sp	6
psychrobacter_sp	7
rahnella_aquatilis	6
raoultella_ornithinolytica	10
rhizobium_sp	24
rhodobacter_sphaeroides	10
rhodobacteraceae_bacterium	5
rhodococcus_sp	24
rhodopseudomonas_palustris	9
rickettsia_heilongjiangensis	5
rickettsia_japonica	14
rickettsia_prowazekii	10
rickettsia_rickettsii	11
riemerella_anatipestifer	10
roseovarius_sp	5
salinibacter_ruber	8
salmonella_bongori	5
serratia_fonticola	5
serratia_plymuthica	6
serratia_sp	17
shewanella_baltica	9
shewanella_sp	11
sorangium_cellulosum	5
sphingobacterium_sp	7
sphingobium_sp	10
sphingomonas_sp	19
sphingopyxis_sp	7
staphylococcus_argenteus	5
staphylococcus_aureus	464
staphylococcus_epidermidis	20
staphylococcus_haemolyticus	8
staphylococcus_hominis	5
staphylococcus_pseudintermedius	10
staphylococcus_schleiferi	6
staphylococcus_simulans	6
stenotrophomonas_maltophilia	37
stenotrophomonas_sp	9
streptococcus_agalactiae	81
streptococcus_anginosus	6
streptococcus_dysgalactiae	9
streptococcus_equi	8
streptococcus_gallolyticus	5
streptococcus_gordonii	6
streptococcus_iniae	6
streptococcus_intermedius	5
streptococcus_mutans	16
streptococcus_oralis	5
streptococcus_pneumoniae	53
streptococcus_pyogenes	140
streptococcus_salivarius	13
streptococcus_sp	18
streptococcus_suis	42
streptococcus_thermophilus	28
streptomyces_sp	76
streptomyces_venezuelae	10
sulfitobacter_sp	8
sulfurospirillum_sp	5
synechococcus_sp	25
synechocystis_sp	9
taylorella_equigenitalis	6
tetragenococcus_halophilus	5
treponema_phagedenis	5
ureaplasma_parvum	10
variovorax_paradoxus	5
variovorax_sp	7
vibrio_alginolyticus	26
vibrio_anguillarum	14
vibrio_campbellii	10
vibrio_cholerae	58
vibrio_coralliilyticus	6
vibrio_diabolicus	5
vibrio_fluvialis	10
vibrio_furnissii	6
vibrio_harveyi	6
vibrio_mimicus	6
vibrio_natriegens	5
vibrio_owensii	5
vibrio_parahaemolyticus	54
vibrio_sp	12
vibrio_vulnificus	19
virgibacillus_sp	5
weissella_cibaria	9
wolbachia_endosymbiont	17
wolbachia_pipientis	7
xanthomonas_phaseoli	6
yersinia_pestis	31
yersinia_pseudotuberculosis	21
yersinia_ruckeri	5
