species	genomes
klebsiella_variicola	20
kosakonia_radicincitans	3
kosakonia_sacchari	3
labrenzia_sp	8
lachnospiraceae_bacterium	4
lactobacillus_backii	5
lactobacillus_crispatus	4
lactobacillus_iners	7
lactobacillus_johnsonii	12
lactobacillus_paracollinoides	3
lactobacillus_rhamnosus	20
lactobacillus_sp	8
lactococcus_garvieae	4
lactococcus_lactis	38
lactococcus_raffinolactis	6
leclercia_adecarboxylata	11
leclercia_sp	8
leptolyngbya_boryana	3
leptolyngbya_sp	3
leptospira_borgpetersenii	6
leptospira_interrogans	16
leptospira_mayottensis	3
leptotrichia_sp	3
leptotrichia_trevisanii	3
leptotrichia_wadei	4
leucobacter_sp	4
leuconostoc_citreum	5
leuconostoc_lactis	4
leuconostoc_mesenteroides	19
luteimonas_sp	3
lysinibacillus_sp	4
macrococcus_canis	4
magnetospirillum_gryphiswaldense	3
mannheimia_haemolytica	83
mannheimia_varigena	4
maribacter_sp	4
marinobacter_salarius	3
marinobacter_sp	8
megasphaera_elsdenii	3
melissococcus_plutonius	4
mesorhizobium_ciceri	3
mesorhizobium_japonicum	6
mesorhizobium_sp	13
methylobacterium_sp	10
methylomonas_sp	3
methylorubrum_populi	3
microbacterium_sp	16
microbulbifer_sp	5
micrococcus_luteus	10
microcystis_aeruginosa	6
micromonospora_sp	3
moraxella_bovoculi	7
moraxella_osloensis	8
mucilaginibacter_sp	4
mycobacterium_chimaera	9
mycobacterium_sp	10
mycobacteroides_abscessus	34
mycoplasma_anserisalpingitidis	3
mycoplasma_sp	5
myroides_sp	3
myxococcus_xanthus	7
nocardia_brasiliensis	3
nocardioides_sp	13
nonlabens_sp	4
nostoc_sp	8
novosphingobium_sp	5
oblitimonas_alkaliphila	6
oenococcus_oeni	3
oligotropha_carboxidovorans	3
orientia_tsutsugamushi	3
ornithinimicrobium_sp	3
oxalobacter_formigenes	3
paenibacillus_mucilaginosus	3
paenibacillus_sp	25
pandoraea_apista	5
pandoraea_pnomenusa	7
pantoea_sp	5
pantoea_vagans	6
parabacteroides_distasonis	4
paraburkholderia_caribensis	4
paraburkholderia_sp	4
paracoccus_sp	5
paracoccus_yeei	4
pasteurella_multocida	61
pectobacterium_atrosepticum	4
pectobacterium_brasiliense	5
pectobacterium_parmentieri	12
pectobacterium_polaris	3
pediococcus_acidilactici	15
pediococcus_claussenii	3
pediococcus_damnosus	5
pediococcus_pentosaceus	15
pedobacter_sp	4
phaeobacter_gallaeciensis	8
phaeobacter_inhibens	22
phaeobacter_piscinae	7
photobacterium_damselae	5
photorhabdus_laumondii	4
piscirickettsia_salmonis	78
planctomycetes_bacterium	26
planococcus_sp	3
plantactinospora_sp	3
polaribacter_sp	4
polaromonas_sp	3
polynucleobacter_asymbioticus	4
porphyrobacter_sp	3
porphyromonas_gingivalis	21
prochlorococcus_marinus	10
prosthecochloris_sp	3
proteus_cibarius	4
providencia_sp	4
pseudarthrobacter_sp	4
pseudoalteromonas_luteoviolacea	3
pseudoalteromonas_piscicida	3
pseudoalteromonas_sp	11
pseudomonas_amygdali	4
pseudomonas_azotoformans	3
pseudomonas_brassicacearum	6
pseudomonas_chlororaphis	44
pseudomonas_coronafaciens	3
pseudomonas_entomophila	3
pseudomonas_frederiksbergensis	3
pseudomonas_fulva	3
pseudomonas_monteilii	8
pseudomonas_orientalis	5
pseudomonas_parafulva	3
pseudomonas_protegens	10
pseudomonas_sp	100
pseudomonas_synxantha	6
pseudomonas_syringae	4
pseudonocardia_sp	6
psychrobacter_sp	7
pusillimonas_sp	3
rahnella_aquatilis	6
ralstonia_mannitolilytica	3
raoultella_ornithinolytica	10
rathayibacter_sp	4
rhizobium_sp	24
rhodobacter_sphaeroides	10
rhodobacteraceae_bacterium	5
rhodococcus_hoagii	3
rhodococcus_pyridinivorans	3
rhodococcus_sp	24
rhodocyclaceae_bacterium	3
rhodopseudomonas_palustris	9
rhodothermus_marinus	4
rhodovulum_sulfidophilum	3
rickettsia_amblyommatis	3
rickettsia_bellii	3
rickettsia_heilongjiangensis	5
rickettsia_japonica	14
rickettsia_prowazekii	10
rickettsia_rickettsii	11
rickettsia_typhi	3
riemerella_anatipestifer	10
roseivivax_sp	3
roseomonas_mucosa	3
roseovarius_sp	5
rothia_mucilaginosa	3
ruegeria_sp	3
salinibacter_ruber	8
salinibacterium_sp	3
salmonella_bongori	5
salmonella_sp	4
selenomonas_sp	3
serratia_fonticola	5
serratia_plymuthica	6
serratia_sp	17
shewanella_algae	4
shewanella_baltica	9
shewanella_putrefaciens	4
shewanella_sp	11
sorangium_cellulosum	5
sphingobacterium_sp	7
sphingobium_sp	10
sphingomonas_sp	19
sphingopyxis_macrogoltabida	3
sphingopyxis_sp	7
sphingorhabdus_sp	4
spiroplasma_sp	4
spirosoma_sp	3
sporolactobacillus_terrae	3
sporosarcina_sp	3
staphylococcus_agnetis	3
staphylococcus_argenteus	5
staphylococcus_aureus	464
staphylococcus_chromogenes	3
staphylococcus_epidermidis	20
staphylococcus_equorum	3
staphylococcus_haemolyticus	8
staphylococcus_hominis	5
staphylococcus_nepalensis	3
staphylococcus_pasteuri	3
staphylococcus_pseudintermedius	10
staphylococcus_schleiferi	6
staphylococcus_simulans	6
staphylococcus_sp	4
staphylococcus_warneri	3
staphylococcus_xylosus	4
stenotrophomonas_maltophilia	37
stenotrophomonas_sp	9
streptococcus_agalactiae	81
streptococcus_anginosus	6
streptococcus_constellatus	3
streptococcus_dysgalactiae	9
streptococcus_equi	8
streptococcus_equinus	3
streptococcus_gallolyticus	5
streptococcus_gordonii	6
streptococcus_iniae	6
streptococcus_intermedius	5
streptococcus_mutans	16
streptococcus_oralis	5
streptococcus_pneumoniae	53
streptococcus_pyogenes	140
streptococcus_salivarius	13
streptococcus_sobrinus	4
streptococcus_sp	18
streptococcus_suis	42
streptococcus_thermophilus	28
streptomyces_lydicus	4
streptomyces_sp	76
streptomyces_venezuelae	10
sulfitobacter_sp	8
sulfurimonas_sp	4
sulfurospirillum_sp	5
synechococcus_elongatus	3
synechococcus_sp	25
synechocystis_sp	9
taylorella_equigenitalis	6
tetragenococcus_halophilus	5
thalassolituus_oleivorans	3
thermotoga_sp	4
thiomicrorhabdus_sp	3
tm7_phylum	4
treponema_pallidum	3
treponema_phagedenis	5
ureaplasma_parvum	10
vagococcus_sp	4
variovorax_paradoxus	5
variovorax_sp	7
vibrio_alginolyticus	26
vibrio_anguillarum	14
vibrio_campbellii	10
vibrio_cholerae	58
vibrio_cincinnatiensis	4
vibrio_coralliilyticus	6
vibrio_diabolicus	5
vibrio_fluvialis	10
vibrio_furnissii	6
vibrio_harveyi	6
vibrio_metoecus	4
vibrio_mimicus	6
vibrio_natriegens	5
vibrio_owensii	5
vibrio_parahaemolyticus	54
vibrio_sp	12
vibrio_vulnificus	19
virgibacillus_sp	5
weissella_ceti	3
weissella_cibaria	9
wolbachia_endosymbiont	17
wolbachia_pipientis	7
xanthomonas_axonopodis	3
xanthomonas_phaseoli	6
xanthomonas_vasicola	4
yersinia_frederiksenii	3
yersinia_pestis	31
yersinia_pseudotuberculosis	21
yersinia_ruckeri	5
